CSKU,1C code,Item name,in case,coif,arge_group,category,brand,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22
737885,81687036,TIDE HS LEMON 22x400gr,22.00000,1.00000,hs,HS,Tide,0.14130,0.17925,0.24216,0.18780,0.22566,0.29229,0.35826,0.31872,0.39757,0.10961,0.26697,0.18817,0.10646,0.08404,0.21994,0.14702,0.32626,0.23631,0.24719,0.28708,0.23364,0.21731,0.21087,0.20101,0.09139,0.13030,0.18265,0.14942,0.13409,0.18321,0.25713,0.25060,0.15294,0.14478,0.14515,0.19780,0.05430,0.14211,0.06971,0.05883,0.01493,0.00744,0.00856,0.00968,0.00392,,,,,,,,,,,,,
737887,81687037,TIDE HS Lemon P/B 38x400gr,38.00000,1.00000,hs,HS,Tide,0.01380,0.01560,0.02049,0.02538,0.02631,0.04134,0.02556,0.03564,0.04149,0.03033,0.02250,0.02163,0.00975,0.00384,0.02232,0.01755,0.02607,0.03419,0.02474,0.03673,0.01607,0.01791,0.01634,0.02405,0.00824,0.01312,0.01254,0.00464,0.01546,0.02237,0.01850,0.02042,0.02527,0.00864,-0.00037,,0.00205,,0.00024,,,,,,,,,-0.00008,,,,-0.00003,-0.00009,,,,,
703943,81653898,TIDE HS Lemon P/B 23x750gr,23.00000,1.00000,hs,HS,Tide,0.03540,0.06005,0.08750,0.08655,0.09250,0.08390,0.08195,0.12175,0.10060,0.08070,0.07455,0.06140,0.04255,0.01965,0.07900,0.06905,0.09605,0.06820,0.08385,0.09435,0.05575,0.07680,0.05075,0.06470,0.02670,0.06070,0.06940,0.05170,0.04475,0.08705,0.06780,0.05765,0.08355,0.04330,0.06670,0.07425,0.02580,0.04995,0.03285,,-0.00045,0.00025,,0.00090,-0.00010,,,,,,,,,-0.00025,-0.00010,,,
737886,81687035,TIDE LS LEMON 22X400gr,22.00000,1.00000,400-450 gr,LS,Tide,0.21576,0.30891,0.56922,0.30954,0.40881,0.73323,0.78252,0.34755,0.75594,0.19452,0.60818,0.52711,0.24029,0.28408,0.65662,0.33589,0.62937,0.67753,0.56862,0.55197,0.37770,0.65522,0.82544,0.51294,0.16228,0.32767,0.47420,0.26740,0.40029,0.44731,0.51419,0.46485,0.48083,0.30732,0.30127,0.60646,0.06955,0.37885,0.21199,0.11577,0.22665,0.01563,0.00723,0.02549,,,,-0.00011,,,,,,,-0.00042,,,
703941,81568562,TIDE LS LEMON 10x1.35 KG,1.00000,1.00000,1-3 kg,LS,Tide,0.14661,0.40959,0.60264,0.38079,0.47610,0.74376,0.84357,0.41688,0.78903,0.35388,0.28953,0.51318,0.23076,0.17253,0.58797,0.26460,0.57276,0.68238,0.58833,0.60165,0.69795,0.40050,0.71856,0.62316,0.30672,0.46170,0.70731,0.40104,0.29196,0.78912,0.68922,0.63261,0.59076,0.40644,0.62019,0.87147,0.16686,0.44190,0.16434,0.04392,0.00864,0.00216,,-0.00009,,,-0.00009,-0.00018,,,,,-0.00009,,-0.00036,0.00036,,
703942,81568563,TIDE LS LEMON 6x2.5KG,6.00000,1.00000,1-3 kg,LS,Tide,0.14800,0.26767,0.39217,0.29550,0.28967,0.53183,0.59133,0.30450,0.41000,0.28783,0.25367,0.29933,0.26467,0.04233,0.24517,0.11817,0.33867,0.27117,0.35317,0.44800,0.13033,0.22667,0.33450,0.42717,0.11283,0.39450,0.49100,0.16650,0.27517,0.47033,0.40017,0.31333,0.36433,0.24233,0.33183,0.56950,0.07067,0.21917,0.25667,0.03383,0.02017,0.00333,,,,,,-0.00017,,-0.00017,,,0.00017,,-0.00017,,,
737971,81687038,TIDE LS COLOR 22x400gr,22.00000,1.00000,400-450 gr,LS,Tide,0.37734,0.52122,0.88686,0.56361,0.73164,1.12359,1.14327,0.64458,0.85357,0.38523,1.00566,0.81488,0.46018,0.55429,0.99643,0.64526,1.22380,1.14439,0.95688,1.00026,0.61473,1.07003,1.16557,0.78636,0.32234,0.64922,0.78602,0.50828,0.78212,0.83546,0.91021,0.87602,0.92435,0.66329,0.64484,1.03043,0.22103,0.59801,0.00648,0.00768,0.39085,0.01557,0.07150,0.00016,-0.00003,,-0.00128,0.00123,,,,,,,,,,
703939,81568559,TIDE LS COLOR 10x1.35 KG,1.00000,1.00000,1-3 kg,LS,Tide,0.44001,0.67086,1.01241,0.70488,0.84069,1.27566,1.32147,0.93186,1.18395,0.62379,0.56997,0.79884,0.32994,0.38187,0.89919,0.49491,1.05525,1.13436,0.97407,1.14867,0.72054,0.72324,1.26171,1.00080,0.57789,0.79902,1.14111,0.67608,1.17333,1.11870,1.25379,0.88461,1.04292,0.81945,1.04301,1.38609,0.27405,0.97146,0.07380,0.01467,0.00864,,-0.00009,,,,,,,,,,-0.00009,,-0.00036,0.00036,,
703940,81568560,TIDE LS COLOR 6x2.5KG,6.00000,1.00000,1-3 kg,LS,Tide,0.25750,0.39817,0.60817,0.46133,0.49967,0.87450,0.80700,0.63017,0.64267,0.45083,0.35483,0.46800,0.29817,0.10283,0.45033,0.28883,0.59067,0.48100,0.58217,0.60500,0.26600,0.43150,0.49417,0.71767,0.24333,0.64483,0.70533,0.44317,0.70867,0.48500,0.94450,0.55800,0.69733,0.45217,0.57900,0.96867,0.22950,0.41650,0.49767,0.03917,0.00267,,,,,,,,,,-0.00050,-0.00067,0.00033,-0.00100,-0.00117,0.00017,-0.00067,-0.00067
703913,81568561,TIDE LS COLOR 5KG,1.00000,1.00000,4 kg & big,LS,Tide,1.34832,3.17516,5.55644,3.28138,7.51348,3.46420,5.89976,4.52714,6.75524,3.32700,5.89943,4.87912,0.87013,5.42757,6.83449,3.48518,4.24542,7.83882,4.21778,3.22810,5.18381,6.29137,4.19780,5.28538,2.27372,3.48385,7.34065,2.47452,6.67265,6.85247,7.62437,6.83483,6.31634,6.84681,5.93473,8.43656,0.14272,4.23476,6.28731,0.53546,-0.38928,0.38795,0.01565,0.02864,0.01465,-0.00266,0.16051,0.01265,,-0.00200,0.02331,-0.00167,-0.00999,0.00067,-0.00466,,-0.00133,
737890,81685645,TIDE LS LAVENDER 10x1.35 KG,1.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,0.75465,0.74943,0.49653,0.71730,0.27198,0.29061,0.77544,0.45729,0.76482,0.78246,0.63927,0.83790,0.77688,0.59913,1.08477,0.94320,0.52650,0.81027,1.08297,0.40329,1.01853,0.97443,1.25685,0.97290,1.16622,0.50382,1.03014,1.53513,0.24309,0.79875,0.01548,0.05220,0.02196,,-0.00018,0.00018,,,-0.00009,,,,,,-0.00018,,,,,
738357,81749618,TIDE HS AF 11x400gr RUS,11.00000,1.00000,hs,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02112,0.16509,0.19572,0.07272,0.18608,0.17601,0.09717,0.16794,0.03407,0.15319,0.11089,0.06670,0.13310,0.22329,0.03415,0.14232,0.14773,0.06616
738362,81749599,TIDE LS AF 11x450gr RUS,11.00000,1.00000,400-450 gr,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02010,0.24177,0.29886,0.38154,0.44769,0.91479,0.13488,0.54564,0.03528,0.24324,0.17004,0.12630,0.20592,0.48987,0.17862,0.22923,0.30582,0.10290
738359,81749602,TIDE LS Color 11x450gr RUS,11.00000,1.00000,400-450 gr,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03993,0.44406,0.44040,0.61026,0.59985,1.31985,0.24687,1.25688,0.09435,0.50058,0.34299,0.24096,0.43020,0.87111,0.24414,0.41106,0.45360,0.17694
739152,81722946,TIDE LS Color 10x1.2KG RUS,1.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55224,0.41912,0.40480,0.14344,0.00744,-0.00008,,-0.00016,,,,,-0.00032,,,,,
738363,81749605,TIDE LS Color 10x1.5kg RUS,1.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16780,0.63350,0.82330,0.94780,0.75200,0.61330,0.11700,0.01080,0.00020,,0.52130,1.63030,1.14140,0.09820,0.00100,-0.00270,0.01150,0.00290
739151,81749613,TIDE LS Color 6x2.5kg RUS,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07567,0.35267,0.33400,0.33750,1.54300,0.04883,,,,0.66083,0.64800,0.31583,0.88700,0.95750,0.60533,0.49650,0.49067,0.00050,
739157,81722968,TIDE LS AF 6x2.5kg RUS,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03267,0.21883,0.25850,0.28367,0.83083,0.00233,,,,0.21567,0.50083,0.28517,0.60817,0.63917,0.02417,0.00833,0.00533,,0.00083
738365,81193589,TIDE LS COLOR 6x3KG RUS,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05040,0.34000,0.17440,1.09200,-0.00040
738366,81201002,TIDE LS Lenor+Color 6x3kg RUS,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01180,,,
738368,81201005,TIDE LS AF 6x3kg RUS,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00280,0.16300,0.38600,1.68380,1.01920,0.33960
738377,81769353,TIDE LS AF 1x6kg RUS,1.00000,1.00000,4 kg & big,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80960,1.61320,0.18800,0.23520,0.36840
739403,81201001,TIDE LS LAV&BIRCH WATER 6X3KG EECAR,6.00000,1.00000,1-3 kg,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18840,0.07300,0.15800,0.12220,0.79420,0.17920,0.19920,0.26400,0.54800,0.00900,0.00380,-0.00060,0.01960,0.43040,,-0.00020,-0.00040,0.00260,
738376,81722960,TIDE LS COLOR (B15) 1X6KG VO EECAR,1.00000,1.00000,4 kg & big,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15600,7.64760,0.21600,1.86520,0.98160,4.47160,2.38400,1.25360,2.99760,0.66880,1.74520,0.64880,3.29680,1.91800,1.10000,2.93040,0.06920,0.38360,1.11520
738370,81722954,TIDE LS COLOR 1X4.5KG VO EE,1.00000,1.00000,4 kg & big,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31560,3.98970,0.71310,2.14890,1.00980,3.63150,1.66260,1.70220,3.87210,0.56100,0.20460,0.00300,0.79140,3.48810,0.76080,0.07800,0.04050,0.00030,0.49770
738379,81769355,TIDE LS COLOR 1x9kg RUS,1.00000,1.00000,4 kg & big,LS,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40200,0.02940,0.10860,0.09600,0.11220
738353,81720858,TIDE PODS Alpine 3x23x22.8g,3.00000,1.00000,pods,pods,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,0.06021,0.04563,0.02025,0.04617,0.06237,0.05022,0.06102,0.00162,,,,,0.01495,0.13754,0.04853,0.00529,0.03427,0.02967,0.03151,0.03082,0.04761,0.02760,0.06210,0.00598,0.02875,0.03588,0.05566,0.04301,0.03864,0.01035,0.00069,-0.00414,-0.00092
738348,81702107,TIDE PODS Alpine 6x12x22.8g,6.00000,1.00000,pods,pods,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,0.01656,0.01932,0.01368,0.01848,0.03036,0.01440,0.01968,0.02784,0.02076,0.02616,0.03804,0.01716,0.03480,0.00708,,0.03936,0.02880,0.02988,0.03024,0.03936,0.02112,0.03108,0.06072,0.01740,0.03996,0.06660,0.04632,0.04500,0.00036,,,,-0.00048
738352,81744706,TIDE PODS Color 3x23x22.8g,3.00000,1.00000,pods,pods,Tide,,,,,,,,,,,,,,,,,,,,,,,,,,0.07182,0.05346,0.02835,0.08289,0.08316,0.06156,0.08208,0.08829,0.03672,0.05022,0.08289,0.03078,0.10071,0.01782,0.00405,,,0.01633,0.02139,0.03680,0.05957,0.03381,0.04600,,,,,,,,,-0.00092,-0.00069
738347,81702106,TIDE PODS Color 6x12x22.8g,6.00000,1.00000,pods,pods,Tide,,,,,,,,,,,,,,,,,,,,,,,,,0.06816,0.03228,0.02268,0.01884,0.01632,0.04164,0.02184,0.01992,0.02568,0.03048,0.01644,0.00060,,0.00012,0.04452,0.00072,0.04440,0.04800,0.04968,0.03576,0.03624,0.02316,0.03876,0.02952,0.02820,0.07560,0.07704,0.01944,,,0.01248,0.10836,0.10332,0.11172
700922,81251055,Lenor Baby.Sens 12x1L,12.00000,1.00000,,LQ,Fairy,0.00042,0.01169,0.03373,0.03076,0.02890,0.03424,0.03618,0.03856,0.00719,0.00008,,,,0.01361,0.01733,0.00752,0.00566,0.00744,0.01023,0.01226,0.02730,0.01344,0.00034,0.00752,0.00702,0.01386,0.01209,0.00727,0.02240,0.01446,0.01851,0.02485,0.00812,0.01522,0.01386,0.01885,0.01065,0.05545,0.00093,0.04387,0.14303,0.00795,0.03601,0.08073,0.06306,0.00203,0.01488,0.02054,0.01141,0.03711,,,0.00068,-0.00008,-0.00068,-0.00008,,0.00008
703867,81524378,Lenor Bouquet 12x930ML /violet,12.00000,1.00000,,LQ,Fairy,0.01108,0.01745,0.01203,0.01289,0.01171,0.01462,0.00291,0.01509,0.01643,0.01336,0.01281,0.01297,0.00936,0.02854,0.00739,0.00448,0.00346,0.00291,0.00763,0.00582,0.01305,0.01140,0.00511,0.00550,0.00385,0.00841,0.00542,0.00448,0.00590,,,,,,,,,,,,-0.00008,-0.00008,,,,,,,,,,,-0.00016,,-0.00008,,,
703868,81524352,Lenor Orchid 12x930ML /yellow,12.00000,1.00000,,LQ,Fairy,0.01824,0.03074,0.01494,0.01226,0.01093,0.02374,0.02948,0.02547,0.02335,0.02170,0.01997,0.02020,0.01596,0.03365,0.01572,0.00951,0.01415,0.01384,0.01478,0.01226,0.01439,0.02028,0.02626,0.01494,0.00692,0.01958,0.01800,0.00723,0.01612,0.01392,0.02720,0.02681,0.02885,0.02028,0.02524,0.03766,0.01454,0.06289,0.02280,0.04072,0.14017,0.01777,0.05731,0.04591,0.01234,-0.00008,,-0.00031,0.00267,0.01675,0.02406,0.01376,0.00181,0.00024,-0.00086,0.00008,,0.08323
700924,81251058,Lenor Scand.Spr 12x1L,12.00000,1.00000,,LQ,Fairy,,0.01280,0.03339,0.03169,0.03356,0.03534,0.04263,0.03678,0.01192,0.03415,0.03178,0.02916,0.02494,0.05579,0.02528,0.01682,0.01344,0.02164,0.02418,0.02139,0.03533,0.03364,0.00482,0.02866,0.01598,0.02435,0.02781,0.01395,0.03364,0.02976,0.02992,0.04303,0.04353,0.03288,0.02722,0.04852,0.02274,0.11843,0.00169,0.05038,0.18673,0.02823,0.03136,0.04024,0.02071,0.00600,0.02697,0.02435,0.01395,0.02730,0.02790,0.00499,-0.00008,-0.00008,0.00008,0.00008,,0.00008
738020,81695060,Lenor Lavander 12x910ML,12.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00458,0.03407,0.01449,0.00559,0.00381,0.00593,0.00737,0.00797,0.01466,0.01551,0.00780,0.00255,0.00390,0.00762,0.00231,0.00362,0.00683,0.00637,0.00653,0.01305,0.01072,0.00754,0.00713,0.00959,0.00707,0.00438,,,-0.00023,,,-0.00008,,,,,,,,,,,-0.00008,,,
703384,81490991,Lenor Garden 12x930ML/red,12.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00448,0.03153,0.00566,0.00322,0.00291,0.00267,0.00267,0.00511,0.00857,0.00951,0.01124,0.00244,0.00212,0.00590,0.00267,0.00362,0.00566,0.00275,-0.00063,-0.00039,-0.00031,,-0.00086,-0.00016,,0.00008,,0.00008,-0.00008,-0.00008,,-0.00008,,,,,,,,,,,,,,
703988,81660285,Lenor Sea Mineral 12x910ML,12.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00392,0.03454,0.00931,0.00323,0.00346,0.00308,0.00585,0.00662,0.01015,0.01246,0.00608,0.00631,0.00315,0.00892,0.00500,0.00523,0.01000,0.00708,0.00862,0.01685,0.00923,0.01200,0.01400,0.00985,0.00862,0.01731,-0.00054,,,-0.00008,0.00215,0.00500,0.01423,0.00015,0.00354,0.00800,0.00123,0.01554,0.00662,-0.00008,,,,,,0.00008
703989,81660283,Lenor Sheabutter 12x910ML,12.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00392,0.02969,0.01000,0.00262,0.00115,0.00354,0.00269,0.00385,0.01131,0.00892,0.01138,0.00415,0.00200,0.00777,0.00546,0.00208,0.00485,0.00400,0.00815,0.01100,0.01208,0.00754,0.00877,0.01454,0.00546,0.01223,0.01031,0.03431,0.00708,0.00623,0.01008,0.01162,0.00854,0.00015,0.00385,0.00738,0.00885,0.00231,0.00008,0.00954,0.00115,,,,-0.00015,0.00008
703987,81660287,Lenor Silk 12x910ML,12.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00431,0.03331,0.00885,0.00292,0.00185,0.00346,0.00546,0.00762,0.00923,0.01262,0.00954,,0.00315,0.00885,0.00546,0.00377,0.00777,0.00723,0.00931,0.01592,0.01292,0.01054,0.00731,0.01723,0.00662,0.01877,0.03723,0.00446,0.02169,0.01800,0.01677,0.00992,0.01062,,0.01077,0.01077,0.00992,0.01254,0.00123,0.00977,,-0.00054,-0.00023,,-0.00008,-0.00023
737967,81682465,Lenor Garden 6x1.8L,6.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00335,0.02084,0.00350,0.00122,0.00167,0.00183,0.00213,0.00061,0.00441,0.00320,0.00487,0.00030,,0.00030,0.00609,,-0.00380,,-0.00030,,-0.00122,,-0.00061,,,,-0.00046,,,,,,,,,,,,,,,,,,,
737969,81660291,Lenor Sea Mineral 6x1.785L,6.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00362,0.02218,0.00362,0.00241,0.00362,0.00483,0.00392,0.00362,0.00528,0.00649,0.00558,0.00272,0.00106,0.00302,0.00724,0.00091,0.00377,0.00226,0.00302,,-0.00106,,-0.00091,,,,,,,,,,,,,,,,,,,,-0.00015,,,
737968,81660289,Lenor Sheabutter 6x1.785L,6.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00347,0.02293,0.00438,0.00272,0.00332,0.00272,0.00287,0.00091,0.00634,0.00588,0.00785,0.00392,0.00106,0.00136,0.00739,0.00060,-0.00151,,-0.00030,,-0.00015,,-0.00106,-0.00015,,,-0.00030,,,,,,,,,,,,,,,,,,,
737970,81660293,Lenor Silk 6x1.785L,6.00000,1.00000,,LQ,Fairy,,,,,,,,,,,,,0.00377,0.02127,0.00438,0.00106,0.00181,0.00226,0.00347,0.00121,0.00422,0.00347,0.00513,0.00060,0.00045,,0.00287,0.00030,0.00272,0.00091,-0.00030,,-0.00091,,-0.00121,-0.00030,,,-0.00045,,,,,,,,,,,,,,,,,,,
703340,81586711,Fairy Apple 450ml,21.00000,1.00000,,dishwashing liqud,Fairy,0.32632,0.41055,0.17296,0.06204,0.20314,0.18986,0.41418,0.39902,0.13117,0.12425,0.23278,0.19999,0.07737,0.17780,0.21613,0.25745,0.86413,0.03960,0.19493,0.18950,0.25469,0.51056,0.72073,0.68479,0.15052,0.29780,0.32730,0.18396,0.24777,0.29361,0.31766,0.32677,0.29358,0.30180,0.24698,0.60646,0.19597,0.25517,0.03667,0.00025,,,,,,,,,,,,,-0.00003,,,,,
700677,81087310,Fairy Chamomile&Vit.E 500ml,21.00000,1.00000,,dishwashing liqud,Fairy,0.27352,0.32374,0.15886,0.05766,0.17204,0.17011,0.27577,0.30577,0.11326,0.08588,0.18086,0.14879,0.06576,0.14585,0.24289,0.19767,0.35012,0.04750,0.15526,0.10438,0.20270,0.19333,0.45907,0.51079,0.13926,0.19183,0.20570,0.26674,0.21683,0.17929,0.24246,0.23764,0.24868,0.28543,0.15451,0.01803,0.00556,0.06985,0.66221,0.00441,0.00459,,,,,,-0.00006,,,-0.00003,,,,,,,,
700680,81066493,Fairy Extra Care 21X500ML,21.00000,1.00000,,dishwashing liqud,Fairy,0.28940,0.30702,0.16142,0.07319,0.18698,0.17264,0.32065,0.31784,0.12176,0.09269,0.20377,0.16142,0.31040,0.16182,0.19201,0.24071,0.33249,0.10082,0.22586,0.16029,0.29734,0.09016,0.61745,0.52023,0.14976,0.24621,0.26596,0.33162,0.28493,0.27424,0.32931,0.29440,0.30218,0.32968,0.19005,0.44866,0.05872,0.21355,0.37637,0.00525,-0.00003,,,,,,,,,-0.00003,,,,,,,,
703342,81586715,Fairy Granate 21x450ml,21.00000,1.00000,,dishwashing liqud,Fairy,0.22600,0.34505,0.17513,0.06803,0.17583,0.14374,0.31186,0.31397,0.11598,0.08960,0.20210,0.16537,0.07481,0.17943,0.17659,0.25812,0.73777,0.04320,0.16458,0.12580,0.24687,0.36263,0.74407,0.59409,0.13660,0.30481,0.27075,0.14847,0.25680,0.27350,0.33206,0.31451,0.30647,0.25334,0.27300,0.45738,0.20235,0.29223,0.04770,0.00427,0.00366,,,,,,,,,,,,,,,,,
703339,81578334,Fairy Lemon 450ml,21.00000,1.00000,,dishwashing liqud,Fairy,0.45142,0.50851,0.23545,0.09087,0.25882,0.25784,0.47720,0.44199,0.17698,0.85312,0.27123,0.28169,0.09798,0.20480,0.29358,0.29482,1.36173,0.09939,0.25264,0.27474,0.34154,0.89766,1.02984,0.80772,0.19836,0.35937,0.46371,0.29381,0.36561,0.32317,0.41404,0.41429,0.39559,0.32199,0.37883,0.76576,0.27643,0.40383,0.07706,0.00273,0.00115,,,,,,,,,,,,-0.00003,,,,,
703341,81586714,Fairy Orange 21x450ml,21.00000,1.00000,,dishwashing liqud,Fairy,0.20564,0.29229,0.13258,0.05127,0.15679,0.11655,0.26017,0.25050,0.09481,0.06156,0.15997,0.13421,0.05591,0.11989,0.15491,0.20944,0.62483,0.02680,0.12251,0.09188,0.17965,0.31046,0.56982,0.51770,0.09514,0.17906,0.17774,0.10051,0.19661,0.17229,0.25418,0.23905,0.22870,0.17864,0.19180,0.37497,0.16863,0.22524,0.05729,0.00391,0.00022,,,,,,,,,,,,,,,,,
738910,81723371,Fairy Lemon 20x750ml,2.00000,1.00000,,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18014,0.11166,0.08981,0.10528,0.08461,0.05963,0.04303,0.12328,0.04613,0.12394,0.06511,,,,,,,,,,,,,,-0.00005,,,,,
738913,81723419,Fairy Pl-Higiene Lemon 21x500ml,21.00000,1.00000,platinium,dishwashing liqud,Fairy,0.19210,0.06632,0.06522,0.07258,0.18684,0.12869,0.14887,0.30448,0.00779,0.11923,0.22929,0.17018,0.07309,0.17241,0.15051,0.17582,0.17147,0.17085,0.25342,0.24429,0.22333,0.25501,0.52606,0.39324,0.33227,0.32743,0.21274,0.57147,0.36566,0.58455,0.49506,0.59674,0.55483,0.38972,0.37632,0.63173,0.33772,0.15683,,,0.38403,-0.00003,0.51709,0.10674,,,,,,,,,,,,,,0.33791
738912,81723420,Fairy Pl-Higiene&Lime 20x750ml,2.00000,1.00000,platinium,dishwashing liqud,Fairy,0.21304,0.07820,0.06029,0.07755,0.21389,0.16449,0.09429,0.34877,0.01385,0.11932,0.18423,0.22527,0.07170,0.13093,0.14174,0.14877,0.15019,0.14389,0.27073,0.20422,0.27767,0.26061,0.44342,0.48401,0.38196,0.32106,0.43042,0.14414,0.27806,0.55083,0.50170,0.57131,0.50705,0.41859,0.42638,0.62330,0.37134,0.13692,,,0.39797,0.00258,0.54033,0.13603,,,,,,,,,,,,,,0.00563
739182,81742874,FAIRY HDW LOTION 21X450ML SENS CAU-CAR,21.00000,1.00000,,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07914,0.24873,0.05729,0.09663,0.54659,0.06612,0.00177,,,,,,,,,,,,,,,,,
739183,81742875,FAIRY HDW LOTION 20X750ML SENS CAU-CAR,2.00000,1.00000,,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11756,0.17991,0.06206,0.09773,0.17498,,,,,,,,,,,,,,,,,,,
739161,81742876,FAIRY HDW LOTION 16X1000ML SENS CAU-CAR,16.00000,1.00000,,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13550,0.32081,0.14113,0.36675,0.18719,0.01350,0.00006,,,,,,,,,,,,,,,,,
738914,81723422,Fairy Lemon 9x1.5L,9.00000,1.00000,,dishwashing liqud,Fairy,0.18291,0.19269,0.08040,0.09702,0.19210,0.11972,0.17607,0.23344,0.09744,0.09854,0.24466,0.19033,0.07391,0.14798,0.13904,0.09289,0.09027,0.10335,0.20805,0.11913,0.20653,0.16460,0.23386,0.17751,0.16738,0.22442,0.38100,0.14342,0.26673,0.30564,0.43296,0.51969,0.33583,0.34877,0.35636,0.26111,0.15938,0.18001,0.00178,0.00178,,,,,,,,,,,,,-0.00009,,,,,0.02044
738911,81723408,Fairy Apple 9x1.5L,9.00000,1.00000,,dishwashing liqud,Fairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32561,0.25848,0.39846,0.30949,0.28511,0.27208,0.28914,0.53347,0.10819,0.29364,0.01941,0.00647,0.00328,0.00028,,,,,,,,,,,-0.00009,,,,,0.00206
738909,81475626,Fairy Apple 16x1L,16.00000,1.00000,,dishwashing liqud,Fairy,0.35331,0.51986,0.27928,0.09236,0.30932,0.21077,0.28890,0.43127,0.15339,0.21037,0.30869,0.27343,0.10299,0.21887,0.49005,0.24165,0.88296,0.07054,0.20903,0.13326,0.29289,0.45602,0.48859,0.37266,0.24441,0.33986,0.45934,0.48521,0.32763,0.32381,0.41419,0.53200,0.36881,0.44975,0.31613,0.66481,0.34231,0.08775,0.01138,,-0.00050,0.00044,0.00006,,,,,,,,,,-0.00006,,,,,
700679,81118955,Fairy Extra Care 1L,1.00000,1.00000,,dishwashing liqud,Fairy,0.28119,0.27531,0.23025,0.09681,0.23669,0.16731,0.24131,0.36988,0.15519,0.13056,0.28081,0.24750,0.12375,0.24144,0.28519,0.12744,0.66738,0.13106,0.23681,0.17581,0.33225,0.17731,0.34538,0.34794,0.07413,0.04856,0.22494,0.35331,0.33806,0.25331,0.34988,0.46706,0.32444,0.32119,0.10806,0.00175,0.00756,0.08656,0.53400,0.00138,-0.00006,-0.00006,,-0.00006,,,,-0.00006,,,,,,,,,,
