sku,code,item_name,in_case,coef,arge_group,category,brand,date,sales,month,year
700850,80902239.0,H&SH CLASSIC 2/1 400,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,0.22967,Sep,2020
700845,81037527.0,H&SH CLASSIC CLEAN 400 ML,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,0.27775,Sep,2020
700873,80902252.0,H&SH MENTHOL 2in1 400 ml,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,0.26841,Sep,2020
739206,81745576.0,H&SH Deep Clean Mint 6x400ML,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,,Sep,2020
739207,81745574.0,H&SH Deep Clean Citrus 6x400ML,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,,Sep,2020
739208,81745572.0,H&SH Deep Clean Sea Mineral 6x400ML,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,,Sep,2020
737778,81642238.0,H&SH NOURISHING 400 ML,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,0.00016,Sep,2020
700905,80902254.0,H&SH SMOOT&SILKY 2/1 400,6.00000,1.0,400 ml shampoo,hair care,H&S,2020-09-01,0.13055,Sep,2020
703280,81434457.0,H&SH CITRUS FRESH 600ML,6.00000,1.0,600 ml shampoo,hair care,H&S,2020-09-01,0.2502,Sep,2020
703277,81435789.0,H&SH Menthol 600ml,6.00000,1.0,600 ml shampoo,hair care,H&S,2020-09-01,0.24624,Sep,2020
703281,81435788.0,H&SH CLASSIC 2/1 600ml,6.00000,1.0,shower gel,hair care,H&S,2020-09-01,0.27098,Sep,2020
738984,81730089.0,H&SH SH+GEL Deep Clean 6*360ml,6.00000,1.0,shower gel,hair care,H&S,2020-09-01,,Sep,2020
738985,81730101.0,H&SH SH+GEL Energy 6*360ml,6.00000,1.0,shower gel,hair care,H&S,2020-09-01,,Sep,2020
738986,81730091.0,H&SH SH+GEL Refreshing 6*360ml,6.00000,1.0,shower gel,hair care,H&S,2020-09-01,,Sep,2020
738987,81730097.0,H&SH SH+GEL Sens 6*360ml,6.00000,1.0,shower gel,hair care,H&S,2020-09-01,,Sep,2020
737858,81279896.0,Pro Series Shine 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.13343,Sep,2020
737859,81279897.0,Pro Series Repair 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.17816,Sep,2020
737861,81279901.0,Pro Series Volume 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.2262,Sep,2020
737860,81279899.0,Pro Series Color 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.14899,Sep,2020
738155,81374466.0,Pro Series Moist 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
738156,81751732.0,Pro Series Sleek & Silky 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
738162,81361932.0,Pro Series Cond Moist 500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
738159,81751739.0,Pro Series Cond Sleek & Silky 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
738161,81279905.0,Pro Series Cond Volume 500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
737862,81279902.0,Pro Series Cond Shine 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,,Sep,2020
737871,81279903.0,Pro Series Cond Repair 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.11651,Sep,2020
737872,81279904.0,Pro Series Cond Color 6x500ml,6.00000,1.0,hair care,hair care,Pro Series,2020-09-01,0.08558,Sep,2020
737904,81685321.0,SAFEGUARD BS Classic 5X70gr,16.00000,1.0,70 g,soap,Safeguard,2020-09-01,0.17785,Sep,2020
737906,81685323.0,SAFEGUARD BS Chamomile 5X70gr,16.00000,1.0,70 g,soap,Safeguard,2020-09-01,,Sep,2020
737905,81685322.0,SAFEGUARD BS Delicate 5X70gr,16.00000,1.0,70 g,soap,Safeguard,2020-09-01,0.08321,Sep,2020
701652,81600104.0,SAFEGUARD BS Aloe 1X90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.14954,Sep,2020
701657,81600105.0,SAFEGUARD BS Chamomile 1X90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.12099,Sep,2020
701661,81600103.0,SAFEGUARD BS Classic 1X90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.27104,Sep,2020
703269,81600109.0,SAFEGUARD BS Lemon 1X90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.00034,Sep,2020
701671,81600106.0,SAFEGUARD BS Fresh 1X90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.37201,Sep,2020
701667,81600110.0,SAFEGUARD BS Delicate 1x90gr,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,0.08511,Sep,2020
701689,81040542.0,SAFEGUARD BS Vitamin 1X90g,72.00000,1.0,90 g,soap,Safeguard,2020-09-01,5e-05,Sep,2020
703916,81600101.0,SAFEGUARD BS Aloe 1x125gr,6.00000,1.0,125 g,soap,Safeguard,2020-09-01,0.38112,Sep,2020
703917,81600102.0,SAFEGUARD BS Classic 1x125gr,6.00000,1.0,125 g,soap,Safeguard,2020-09-01,0.45721,Sep,2020
702473,81571347.0,SAFEGUARD LS Aloe 225ML,12.00000,1.0,225 ml liquid,soap,Safeguard,2020-09-01,,Sep,2020
702474,81571346.0,SAFEGUARD LS Classic 225ML,12.00000,1.0,225 ml liquid,soap,Safeguard,2020-09-01,0.08759,Sep,2020
737811,81567924.0,SAFEGUARD LS Honey 225ML,12.00000,1.0,225 ml liquid,soap,Safeguard,2020-09-01,,Sep,2020
703346,81567923.0,SAFEGUARD LS Floral 225ML,12.00000,1.0,225 ml liquid,soap,Safeguard,2020-09-01,,Sep,2020
737790,81625908.0,SAFEGUARD LS Lavender 225ML,12.00000,1.0,225 ml liquid,soap,Safeguard,2020-09-01,,Sep,2020
700254,81623522.0,BAM FRESH MINT 54x50 Calci-St,54.00000,1.0,50 g inexpensive,oral care,BAM,2020-09-01,0.1168,Sep,2020
700256,81623528.0,BAM MILD FRESH 54x50 Calci-St,54.00000,1.0,50 g inexpensive,oral care,BAM,2020-09-01,0.18667,Sep,2020
700246,81086665.0,BAM FRESH MINT 100 ML Calci-St,24.00000,1.0,100 & 125 g inexpensive,oral care,BAM,2020-09-01,0.08238,Sep,2020
700250,81191166.0,BAM FRESH MINT 125 calci-st,24.00000,1.0,100 & 125 g inexpensive,oral care,BAM,2020-09-01,0.23004,Sep,2020
700245,81271161.0,BAM Delicate White 100ML,24.00000,1.0,100 & 125 g inexpensive,oral care,BAM,2020-09-01,0.0863,Sep,2020
700247,81271173.0,BAM Herbal collection 100ml,24.00000,1.0,100 & 125 g inexpensive,oral care,BAM,2020-09-01,0.0811,Sep,2020
703979,81658607.0,BAM Natural Bio Oak Bark 24x100ml,24.00000,1.0,100 & 125 g inexpensive,oral care,BAM,2020-09-01,4e-05,Sep,2020
700248,81086669.0,BAM MILD FRESH 100 Calci-St,24.00000,1.0,expensive,oral care,BAM,2020-09-01,0.08256,Sep,2020
700311,81479196.0,BAM 3D WHITENESS 12x100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.04833,Sep,2020
703976,81579811.0,BAM 3D Vitalizing Fresh 12x100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.03973,Sep,2020
700340,81224937.0,BAM 3D Arctic Fresh 100ml,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.03378,Sep,2020
700286,81577657.0,BAM COMPLETE 12x100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.00485,Sep,2020
700329,81561986.0,BAM Pro-Exp Protect 12x100ml,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.00295,Sep,2020
703975,81577654.0,BAM Extra White 12x100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.00873,Sep,2020
738047,81758987.0,BAM 3D WHITE CHARCOAL 12*100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
738046,81758988.0,BAM 3D WHITE COCONUT OIL 12*100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
739467,81766008.0,BAM FRSH&CLN A-TOBACCO 12*100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
739464,81766005.0,BAM FRSH&CLN EXTRA FRESH 12*100ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
739466,81766007.0,BAM FRSH&CLN A-TEA&COFFEE 100ML EE CCAR,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
739463,81766004.0,BAM FRSH&CLN HERBAL FRESH  100ML EE CCAR,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
739465,81766006.0,BAM FRSH&CLN PROTECT&CLN 100ML EE CCAR,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
700237,81759872.0,BAM 3DW LUXE PEARLGLOW 75ML EE CCAU,12.00000,1.0,expensive,oral care,BAM,2020-09-01,,Sep,2020
737850,81668949.0,BAM 3D ENAMEL 12x75ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.00487,Sep,2020
737851,81668950.0,BAM 3D Sens 12x75ml,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.00927,Sep,2020
703400,81579806.0,BAM 3D Luxe Perfection 12x75ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.01102,Sep,2020
700232,81407647.0,BAM 3D LUXE GLAMOUR 12x75ML,12.00000,1.0,expensive,oral care,BAM,2020-09-01,0.01059,Sep,2020
738095,81680087.0,OR/B ProExp Prof Protect 500ml,6.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.01231,Sep,2020
703009,,OR/B ProExp Clinic Floss25m,12.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.02733,Sep,2020
701210,75073696.0,OR/B 3D White 40med,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.00934,Sep,2020
701232,81309771.0,OR/B Classic 40 Med DUO,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.11487,Sep,2020
703985,75045149.0,OM009 OB ProExp AiO 40M 2ct EE CEN TR,72.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.01095,Sep,2020
702647,75058755.0,OR/B Anti Bac 40 Med,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.001,Sep,2020
703010,80209957.0,OR/B ProFlexClinic 38Med,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.00228,Sep,2020
703307,80232424.0,OR/B Complete 5 WyClean 40med,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.00692,Sep,2020
703858,80212265.0,OR/B Braun D16 ProfCare x4brush,6.00000,1.0,oral care,oral care,OR/B,2020-09-01,,Sep,2020
701300,81317994.0,OR/B EB20 2 Brush Set,12.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.0017,Sep,2020
701334,81317998.0,OR/B EB18 2 Brush Set,12.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.0035,Sep,2020
702261,84855524.0,OR/B Braun D12.513 Vitality,6.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.068,Sep,2020
701357,75050899.0,OR/B Shiny Clean 40 Med,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.2842,Sep,2020
701383,13257398.0,OR/B Maxi Clean 40MED,96.00000,1.0,oral care,oral care,OR/B,2020-09-01,0.02627,Sep,2020
702807,81322990.0,Gil Clear Gel Sport 70 ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2020-09-01,0.02899,Sep,2020
703815,81439599.0,Gil Gel PowerRush 70ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2020-09-01,0.03227,Sep,2020
700797,13261653.0,Gil Gel-CoolWave 70ml,6.00000,1.0,antiperspirant,antiperspirant,Gilette,2020-09-01,0.05503,Sep,2020
739550,13266504.0,AF/SH SER SPLASH ARCTIC 100,6.00000,1.0,personal care,after shave,Gilette,2020-09-01,0.04075,Sep,2020
737775,13253561.0,FOAM Regular 6x200ml,6.00000,1.0,personal care,foam,Gilette,2020-09-01,0.13405,Sep,2020
700823,13253576.0,FOAM Sensitive 6x200ml,6.00000,1.0,personal care,foam,Gilette,2020-09-01,0.20199,Sep,2020
700747,13261546.0,SERIES FOAM CON 250 GR,6.00000,1.0,personal care,foam,Gilette,2020-09-01,0.03448,Sep,2020
700771,13261590.0,SERIES GEL SENS 200 GR,6.00000,1.0,personal care,gel,Gilette,2020-09-01,0.04148,Sep,2020
737763,75021184.0,FUSION RAZER 2 Up,36.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0788,Sep,2020
702278,81523295.0,Fus ProGl Flexball R+2Crt,24.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0954,Sep,2020
703854,81523294.0,Fus ProGl Pow Flexball R+1Crt,24.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0118,Sep,2020
703054,81676719.0,FusPowStyler Trim+R1 x24,24.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0042,Sep,2020
702981,75070335.0,MACH 3 RAZOR 1UP,36.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0334,Sep,2020
701046,13238619.0,MACH 3 RAZOR+2 CART,36.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0772,Sep,2020
701008,13240703.0,MACH 3 TURBO R+2 K,36.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0684,Sep,2020
737780,80227838.0,MACH 3 TURBO 1UP,36.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0134,Sep,2020
701851,,VENUS PINK R+2 K,6.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0704,Sep,2020
737776,81760658.0,Venus Breez (6) R+2 K,6.00000,1.0,system razor,razor,Gilette,2020-09-01,0.0038,Sep,2020
700705,75048932.0,FUSION Crt 2,20.00000,1.0,system blade,blade,Gilette,2020-09-01,0.07905,Sep,2020
700706,75048930.0,FUSION Crt 4,20.00000,1.0,system blade,blade,Gilette,2020-09-01,0.08348,Sep,2020
702724,84854223.0,Fus ProGlide Crt 2,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.06265,Sep,2020
702422,84854226.0,Fus ProGlide Crt 4,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.04347,Sep,2020
702279,84854231.0,Fus ProGlide Pow Crt 2,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.05652,Sep,2020
702428,84854233.0,Fus ProGlide Pow Crt 4,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.03974,Sep,2020
701026,13227566.0,MACH 3 CARTRIDGES x2,40.00000,1.0,system blade,blade,Gilette,2020-09-01,0.06299,Sep,2020
701028,13220247.0,MACH 3 CARTRIDGES x4,40.00000,1.0,system blade,blade,Gilette,2020-09-01,0.02666,Sep,2020
739501,13220243.0,MACH 3 CARTRIDGES x8,20.00000,1.0,system blade,blade,Gilette,2020-09-01,0.13821,Sep,2020
739203,13264252.0,MACH 3 TR Cx2,40.00000,1.0,system blade,blade,Gilette,2020-09-01,0.04988,Sep,2020
739204,13264256.0,MACH 3 TR Cx4,40.00000,1.0,system blade,blade,Gilette,2020-09-01,0.01889,Sep,2020
701006,13265546.0,MACH 3 TR Cx8,20.00000,1.0,system blade,blade,Gilette,2020-09-01,0.07866,Sep,2020
701834,75025757.0,Venus Breez K x 2,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.02589,Sep,2020
738012,81744858.0,Venus Breez K x 4,4.00000,1.0,system blade,blade,Gilette,2020-09-01,,Sep,2020
701841,13224485.0,VENUS CART.x 4,4.00000,1.0,system blade,blade,Gilette,2020-09-01,0.06466,Sep,2020
737926,75070234.0,Gillette Blue3 Disp x10,12.00000,0.1,blue 3,disposables,Gilette,2020-09-01,0.36385,Sep,2020
738006,75070238.0,Gillette Blue3 Rx3,12.00000,1.0,blue 3,disposables,Gilette,2020-09-01,0.37641,Sep,2020
737922,81477076.0,Gillette Blue3 Blue x6,12.00000,1.0,blue 3,disposables,Gilette,2020-09-01,0.82825,Sep,2020
737875,81477099.0,Gillette Blue3 ICE x6,6.00000,1.0,blue 3,disposables,Gilette,2020-09-01,0.15532,Sep,2020
700785,13259372.0,GILLETTE 2 R x5,24.00000,1.0,other disposables,disposables,Gilette,2020-09-01,5.06125,Sep,2020
737910,81661435.0,GILLETTE BL 2 PL R5,24.00000,1.0,other disposables,disposables,Gilette,2020-09-01,0.25235,Sep,2020
700786,13259374.0,GILLETTE 2 DISP x24,576.00000,0.04167,other disposables,disposables,Gilette,2020-09-01,0.5052,Sep,2020
700359,13263367.0,GILLETTE BL2 PL DISPx24,576.00000,0.04167,other disposables,disposables,Gilette,2020-09-01,0.23283,Sep,2020
701649,81464220.0,Rubie Platinum Plus x5x108,"2,16",0.05,other disposables,disposables,Gilette,2020-09-01,0.007,Sep,2020
737841,80245042.0,Simply Venus pink 3x4,6.00000,1.0,other disposables,disposables,Gilette,2020-09-01,0.31352,Sep,2020
737880,81646078.0,Simply Venus3 Display 24x24,576.00000,0.04167,other disposables,disposables,Gilette,2020-09-01,0.32698,Sep,2020
702719,84845255.0,Simply Venus2 x4,96.00000,1.0,other disposables,disposables,Gilette,2020-09-01,0.1325,Sep,2020
700109,81078055.0,ARIEL HS WR 16x6*150gr P/B,96.00000,0.16667,,HS,Ariel,2020-10-01,0.00057,Oct,2020
737889,81687033.0,ARIEL HS WR 22x400gr,22.00000,1.0,,HS,Ariel,2020-10-01,0.11441,Oct,2020
737888,81687034.0,ARIEL HS WR 38x400gr P/B,38.00000,1.0,,HS,Ariel,2020-10-01,0.01885,Oct,2020
703930,81653897.0,ARIEL HS WR 23x750gr P/B,23.00000,1.0,,HS,Ariel,2020-10-01,0.04215,Oct,2020
703931,81653895.0,ARIEL HS WR 9x1.6Kg,9.00000,1.0,,HS,Ariel,2020-10-01,0.04331,Oct,2020
700158,81616651.0,ARIEL LS WR 22x450gr,22.00000,1.0,,LS,Ariel,2020-10-01,0.25512,Oct,2020
737804,81220646.0,ARIEL LS WR 10x1.5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.4133,Oct,2020
737800,81078036.0,ARIEL LS WR 6x3Kg,6.00000,1.0,,LS,Ariel,2020-10-01,0.3766,Oct,2020
703938,81568570.0,ARIEL LS WR 5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.35564,Oct,2020
737898,81687041.0,ARIEL LS Purple Color 10x1.5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.0879,Oct,2020
737942,81693797.0,ARIEL LS Lavander 10x1.5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.2501,Oct,2020
737801,81220283.0,ARIEL LS Lenor 10x1.5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.4796,Oct,2020
700180,81616649.0,ARIEL LS COLOR 22x450gr,22.00000,1.0,,LS,Ariel,2020-10-01,0.25827,Oct,2020
737802,81220651.0,ARIEL LS COLOR 10x1.5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.6754,Oct,2020
739016,81568566.0,ARIEL LS COLOR 6x2.5Kg RUS,6.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,0.4992,Oct,2020
703934,81568567.0,ARIEL LS COLOR 1x5Kg,1.00000,1.0,,LS,Ariel,2020-10-01,0.44855,Oct,2020
739160,81738748.0,ARIEL LS COLOR B15 1X9KG ORN CCAR,1.00000,1.0,,LS,Ariel,2020-10-01,0.1926,Oct,2020
739145,81738746.0,ARIEL LS WHITE ROSE B15 1X9KG ORN CCAR,1.00000,1.0,,LS,Ariel,2020-10-01,0.1638,Oct,2020
737767,81633261.0,ARIEL LQ Color 4x0.975L,4.00000,1.0,liquid,LQ,Ariel,2020-10-01,0.0834,Oct,2020
703824,81758827.0,ARIEL LQ MS 5x0.975L,5.00000,1.0,liquid,LQ,Ariel,2020-10-01,0.0504,Oct,2020
738928,81764882.0,ARIEL LQ AXE OXI 4X1.43L,4.00000,1.0,liquid,LQ,Ariel,2020-10-01,,Oct,2020
737980,81679830.0,ARIEL LQ BABY 4X1.3L/20SC-POS-CAU,4.00000,1.0,liquid,LQ,Ariel,2020-10-01,0.0162,Oct,2020
700096,81754022.0,ARIEL HS MS 11x450gr RUS,11.00000,1.0,hs,HS,Ariel,2020-10-01,,Oct,2020
738312,81450004.0,ARIEL LS Color 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Ariel,2020-10-01,,Oct,2020
738317,81727500.0,ARIEL LS COL 10X1.5KG VO EE,1.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,,Oct,2020
738321,,ARIEL LS TOL COL 6X3KG VO EE,6.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,,Oct,2020
738320,81757074.0,ARIEL LS COLOR 6x3Kg RUS,6.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,,Oct,2020
738328,81552308.0,ARIEL LS Color 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
739018,81450006.0,ARIEL LS Lenor-Col 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738334,81220656.0,ARIEL LS COLOR 6Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738338,81757076.0,ARIEL LS COLOR 9Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738315,81450001.0,ARIEL LS MS 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Ariel,2020-10-01,,Oct,2020
739155,81727488.0,ARIEL LS MS 6X2.5KG VO EE,6.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,,Oct,2020
738324,81757070.0,ARIEL LS MS 6X3KG DS EECAR,6.00000,1.0,1-3 kg,LS,Ariel,2020-10-01,,Oct,2020
739154,81450005.0,ARIEL LS MS 4.5Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738335,81220245.0,ARIEL LS MS 6Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738339,81757073.0,ARIEL LS MS 9Kg RUS,1.00000,1.0,4 kg & big,LS,Ariel,2020-10-01,,Oct,2020
738305,81702123.0,ARIEL PODS Color 6x12x23.8g,6.00000,1.0,pods,pods,Ariel,2020-10-01,0.01896,Oct,2020
738424,81702136.0,ARIEL PODS Color 3x30x27g,3.00000,1.0,pods,pods,Ariel,2020-10-01,0.0003,Oct,2020
738306,81702127.0,ARIEL PODS MS 6x12x25.2g,6.00000,1.0,pods,pods,Ariel,2020-10-01,0.01872,Oct,2020
737796,81702131.0,ARIEL PODS MS 3x30x25.2g,3.00000,1.0,pods,pods,Ariel,2020-10-01,0.003,Oct,2020
703398,81719660.0,ARIEL PODS MS 3x23x27g,3.00000,1.0,pods,pods,Ariel,2020-10-01,0.02668,Oct,2020
703399,81490439.0,ARIEL PODS Color 3x23x28.8g,3.00000,1.0,pods,pods,Ariel,2020-10-01,0.00598,Oct,2020
737885,81687036.0,TIDE HS LEMON 22x400gr,22.00000,1.0,hs,HS,Tide,2020-10-01,0.14478,Oct,2020
737887,81687037.0,TIDE HS Lemon P/B 38x400gr,38.00000,1.0,hs,HS,Tide,2020-10-01,0.00864,Oct,2020
703943,81653898.0,TIDE HS Lemon P/B 23x750gr,23.00000,1.0,hs,HS,Tide,2020-10-01,0.0433,Oct,2020
737886,81687035.0,TIDE LS LEMON 22X400gr,22.00000,1.0,400-450 gr,LS,Tide,2020-10-01,0.30732,Oct,2020
703941,81568562.0,TIDE LS LEMON 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2020-10-01,0.40644,Oct,2020
703942,81568563.0,TIDE LS LEMON 6x2.5KG,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,0.24233,Oct,2020
737971,81687038.0,TIDE LS COLOR 22x400gr,22.00000,1.0,400-450 gr,LS,Tide,2020-10-01,0.66329,Oct,2020
703939,81568559.0,TIDE LS COLOR 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2020-10-01,0.81945,Oct,2020
703940,81568560.0,TIDE LS COLOR 6x2.5KG,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,0.45217,Oct,2020
703913,81568561.0,TIDE LS COLOR 5KG,1.00000,1.0,4 kg & big,LS,Tide,2020-10-01,6.84681,Oct,2020
737890,81685645.0,TIDE LS LAVENDER 10x1.35 KG,1.00000,1.0,1-3 kg,LS,Tide,2020-10-01,0.50382,Oct,2020
738357,81749618.0,TIDE HS AF 11x400gr RUS,11.00000,1.0,hs,LS,Tide,2020-10-01,,Oct,2020
738362,81749599.0,TIDE LS AF 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Tide,2020-10-01,,Oct,2020
738359,81749602.0,TIDE LS Color 11x450gr RUS,11.00000,1.0,400-450 gr,LS,Tide,2020-10-01,,Oct,2020
739152,81722946.0,TIDE LS Color 10x1.2KG RUS,1.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738363,81749605.0,TIDE LS Color 10x1.5kg RUS,1.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
739151,81749613.0,TIDE LS Color 6x2.5kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
739157,81722968.0,TIDE LS AF 6x2.5kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738365,81193589.0,TIDE LS COLOR 6x3KG RUS,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738366,81201002.0,TIDE LS Lenor+Color 6x3kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738368,81201005.0,TIDE LS AF 6x3kg RUS,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738377,81769353.0,TIDE LS AF 1x6kg RUS,1.00000,1.0,4 kg & big,LS,Tide,2020-10-01,,Oct,2020
739403,81201001.0,TIDE LS LAV&BIRCH WATER 6X3KG EECAR,6.00000,1.0,1-3 kg,LS,Tide,2020-10-01,,Oct,2020
738376,81722960.0,TIDE LS COLOR (B15) 1X6KG VO EECAR,1.00000,1.0,4 kg & big,LS,Tide,2020-10-01,,Oct,2020
738370,81722954.0,TIDE LS COLOR 1X4.5KG VO EE,1.00000,1.0,4 kg & big,LS,Tide,2020-10-01,,Oct,2020
738379,81769355.0,TIDE LS COLOR 1x9kg RUS,1.00000,1.0,4 kg & big,LS,Tide,2020-10-01,,Oct,2020
738353,81720858.0,TIDE PODS Alpine 3x23x22.8g,3.00000,1.0,pods,pods,Tide,2020-10-01,,Oct,2020
738348,81702107.0,TIDE PODS Alpine 6x12x22.8g,6.00000,1.0,pods,pods,Tide,2020-10-01,0.02076,Oct,2020
738352,81744706.0,TIDE PODS Color 3x23x22.8g,3.00000,1.0,pods,pods,Tide,2020-10-01,0.03672,Oct,2020
738347,81702106.0,TIDE PODS Color 6x12x22.8g,6.00000,1.0,pods,pods,Tide,2020-10-01,0.03048,Oct,2020
700922,81251055.0,Lenor Baby.Sens 12x1L,12.00000,1.0,,LQ,Fairy,2020-10-01,0.01522,Oct,2020
703867,81524378.0,Lenor Bouquet 12x930ML /violet,12.00000,1.0,,LQ,Fairy,2020-10-01,,Oct,2020
703868,81524352.0,Lenor Orchid 12x930ML /yellow,12.00000,1.0,,LQ,Fairy,2020-10-01,0.02028,Oct,2020
700924,81251058.0,Lenor Scand.Spr 12x1L,12.00000,1.0,,LQ,Fairy,2020-10-01,0.03288,Oct,2020
